location;time_of_measurement;counted_pedestrians;type;incidents
Rathausgasse, Freiburg;2020-01-06 16:34:50 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 16:34:50 +0100;23;regular;""
Rathausgasse, Freiburg;2020-01-06 16:38:30 +0100;4;regular;""
Rathausgasse, Freiburg;2020-01-06 16:39:52 +0100;28;regular;""
Rathausgasse, Freiburg;2020-01-06 16:42:44 +0100;5;regular;""
Rathausgasse, Freiburg;2020-01-06 16:44:49 +0100;29;regular;""
Rathausgasse, Freiburg;2020-01-06 16:48:27 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-06 16:49:51 +0100;28;regular;""
Rathausgasse, Freiburg;2020-01-06 16:52:13 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-06 16:54:16 +0100;25;regular;""
Rathausgasse, Freiburg;2020-01-06 16:59:44 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 16:59:50 +0100;19;regular;""
Rathausgasse, Freiburg;2020-01-06 17:02:32 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 17:04:50 +0100;27;regular;""
Rathausgasse, Freiburg;2020-01-06 17:06:00 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 17:09:28 +0100;40;regular;""
Rathausgasse, Freiburg;2020-01-06 17:14:43 +0100;19;regular;""
Rathausgasse, Freiburg;2020-01-06 17:14:43 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-06 17:19:39 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-06 17:19:49 +0100;18;regular;""
Rathausgasse, Freiburg;2020-01-06 17:24:49 +0100;32;regular;""
Rathausgasse, Freiburg;2020-01-06 17:25:47 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 17:29:53 +0100;15;regular;""
Rathausgasse, Freiburg;2020-01-06 17:34:31 +0100;8;regular;""
Rathausgasse, Freiburg;2020-01-06 17:34:31 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 17:39:59 +0100;19;regular;""
Rathausgasse, Freiburg;2020-01-06 17:44:12 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-06 17:44:27 +0100;22;regular;""
Rathausgasse, Freiburg;2020-01-06 17:46:04 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 17:49:58 +0100;29;regular;""
Rathausgasse, Freiburg;2020-01-06 17:54:05 +0100;13;regular;""
Rathausgasse, Freiburg;2020-01-06 17:54:09 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-06 17:59:41 +0100;20;regular;""
